path,modality,study,status,sop_class,dicom_modality,transfer_syntax,photometric,samples_per_pixel,bits_allocated,bits_stored,signed,is_image,compressed,width,height,components,frames,src_bytes,j2k_bytes,enc_seconds,dec_seconds,detail
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/Whole_Spine_200_THIN_SOFT_6/IM-0052-0632.dcm,MR,MRI_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528966,160840,0.1875,0.0306,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study4/Head_Dot - MR47/t1_se_tra_fs_post_contrast_47/IM-0178-0020.dcm,MR,MRI_Study4,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,216,256,1,1,217872,38214,0.1144,0.0269,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study1/Abd_Triple_Phae(Adult) - CT32/Venous_Phase_200_THIN_SOFT_9/IM-0008-0330.dcm,CT,CT_Study1,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528864,155834,0.1678,0.0296,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study1/LSpine_Ls_Spine_New - MR276/t2_tse_tra_msma_320_14/IM-0011-0033.dcm,MR,MRI_Study1,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,256,208,1,1,215862,29942,0.1609,0.0203,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/BRAIN_PLAIN_200_THIN_SOFT_3/IM-0050-0219.dcm,MR,MRI_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,529054,111591,0.1265,0.0346,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/Whole_Spine_060_THIN_BONE_13/IM-0059-0635.dcm,MR,MRI_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528966,318057,0.1823,0.0526,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study2/Thorax_Covid(Adult) - CT223/Thorax_COVID_500_5/IM-0004-0062.dcm,CT,CT_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528846,170195,0.2055,0.0482,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study2/Thorax_Covid(Adult) - CT223/Thorax_COVID_200_THIN_SOFT_4/IM-0003-0289.dcm,CT,CT_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528858,178824,0.1741,0.0447,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study1/Abd_Triple_Phae(Adult) - CT32/Abd_Plain_500_2/IM-0001-0026.dcm,CT,CT_Study1,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528822,153664,0.1877,0.0628,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study4/Thorax_Covid(Adult) - CT223/Thorax_COVID_200_THIN_SOFT_4/IM-0003-0332.dcm,CT,CT_Study4,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528850,183154,0.1734,0.0661,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study3/Abd_Triple_Phae(Adult) - CT204/Venous_Phase_1_200_THIN_SOFT_18/IM-0014-0166.dcm,CT,CT_Study3,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528934,151004,0.2269,0.0757,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study4/Thorax_Covid(Adult) - CT223/Thorax_COVID_100_THIN_LUNG_3/IM-0002-0348.dcm,CT,CT_Study4,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528844,254131,0.1758,0.0752,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study3/Abd_Triple_Phae(Adult) - CT204/Abd_Plain_100_THIN_LUNG_4/IM-0003-0580.dcm,CT,CT_Study3,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528882,285589,0.2351,0.087,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study5/Abd_Triple_Phae(Adult) - CT32/Venous_Phase_200_THIN_SOFT_12/IM-0010-0046.dcm,CT,CT_Study5,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528884,153551,0.199,0.0422,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/Whole_Spine_200_THIN_SOFT_6/IM-0052-0648.dcm,MR,MRI_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528966,157724,0.1718,0.0555,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study4/Head_Dot - MR47/t1_se_tra_fs_post_contrast_47/IM-0178-0019.dcm,MR,MRI_Study4,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,216,256,1,1,217872,38851,0.1816,0.0744,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study4/Head_Dot - MR47/Whole_Spine_200_THIN_BONE_3/IM-0136-0025.dcm,MR,MRI_Study4,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528868,258964,0.1598,0.0766,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study2/Thorax_Covid(Adult) - CT223/Thorax_COVID_200_THIN_SOFT_4/IM-0003-0157.dcm,CT,CT_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528858,179398,0.1676,0.0804,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study4/Head_Dot - MR47/t1_mprage_sag_p2_MPR_tra_52/IM-0183-0100.dcm,MR,MRI_Study4,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,192,192,1,1,167448,20818,0.1132,0.0206,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study4/Head_Dot - MR47/t1_mprage_sag_p2_MPR_tra_52/IM-0183-0087.dcm,MR,MRI_Study4,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,192,192,1,1,167448,21294,0.0823,0.0206,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study1/Abd_Triple_Phae(Adult) - CT32/Venous_Phase_1_200_THIN_SOFT_11/IM-0010-0309.dcm,CT,CT_Study1,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528866,151282,0.1552,0.0487,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study3/Abd_Triple_Phae(Adult) - CT204/ABD__7Mints_200_THIN_SOFT_24/IM-0018-0311.dcm,CT,CT_Study3,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528928,154402,0.1539,0.0504,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study3/Abd_Triple_Phae(Adult) - CT204/Che+Abd__CECT_500_cor_19/IM-0015-0015.dcm,CT,CT_Study3,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,851,1,1,875908,245445,0.19,0.0708,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study1/Abd_Triple_Phae(Adult) - CT32/Abd_Plain_200_THIN_SOFT_3/IM-0002-0148.dcm,CT,CT_Study1,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528834,145313,0.1786,0.0534,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study3/Abd_Triple_Phae(Adult) - CT204/Arterial_Phase_200_THIN_SOFT_14/IM-0010-0415.dcm,CT,CT_Study3,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528922,152557,0.1926,0.0495,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study5/Head_Dot - MR89/ep2d_diff_3scan_trace_p2_TRACEW_DFC_5/IM-0200-0025.dcm,MR,MRI_Study5,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,180,180,1,1,172214,13128,0.1154,0.0179,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study4/Head_Dot - MR47/Localizers_1/IM-0197-0015-0003.dcm,MR,MRI_Study4,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,512,512,1,1,622934,117767,0.186,0.042,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study2/Thorax_Covid(Adult) - CT223/Thorax_COVID_100_THIN_LUNG_3/IM-0002-0753.dcm,CT,CT_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528856,283809,0.1736,0.0548,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study3/Pelvis_Prd_Female_Pelvis - MR218/ep2d_diff_b50_400_800_p2_TRACEW_20/IM-0114-0019.dcm,MR,MRI_Study3,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,384,300,1,1,328984,39831,0.1871,0.0306,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study5/Head_Dot - MR89/t1_mprage_sag_p2_MPR_cor_42/IM-0232-0161.dcm,MR,MRI_Study5,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,192,192,1,1,167442,16092,0.1159,0.0303,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study4/Thorax_Covid(Adult) - CT223/Thorax_COVID_200_THIN_SOFT_4/IM-0003-0210.dcm,CT,CT_Study4,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528846,175650,0.2028,0.0602,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study4/Head_Dot - MR47/t2_tirm_tra_darkfluid_21/IM-0153-0004.dcm,MR,MRI_Study4,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,270,320,1,1,288742,57369,0.1195,0.0358,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/Whole_Spine_200_THIN_BONE_5/IM-0051-0391.dcm,MR,MRI_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528964,282205,0.2151,0.0712,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study4/Head_Dot - MR47/SWI_Images_19/IM-0151-0011.dcm,MR,MRI_Study4,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,224,256,1,1,217928,30254,0.1493,0.0411,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study2/Thorax_Covid(Adult) - CT223/Thorax_COVID_200_THIN_SOFT_4/IM-0003-0230.dcm,CT,CT_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528858,179374,0.1617,0.0637,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study1/Abd_Triple_Phae(Adult) - CT32/Venous_Phase_1_200_THIN_SOFT_11/IM-0010-0236.dcm,CT,CT_Study1,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528866,150742,0.2082,0.0583,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/Whole_Spine_200_THIN_BONE_5/IM-0051-0740.dcm,MR,MRI_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528968,280533,0.1916,0.0572,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study2/Thorax_Covid(Adult) - CT223/Thorax_COVID_150_sag_12/IM-0008-0025.dcm,CT,CT_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,589,1,1,607654,311120,0.2285,0.0608,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study1/LSpine_Ls_Spine_New - MR276/t2_tse_tra_msma_320_14/IM-0011-0018.dcm,MR,MRI_Study1,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,256,208,1,1,215864,29304,0.1637,0.0198,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study4/Head_Dot - MR47/t1_mprage_sag_p2_MPR_cor_51/IM-0182-0111.dcm,MR,MRI_Study4,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,192,192,1,1,167452,22523,0.1411,0.0265,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/Whole_Spine_060_THIN_BONE_13/IM-0059-1589.dcm,MR,MRI_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528966,315065,0.1616,0.0504,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study5/Abd_Triple_Phae(Adult) - CT32/Arterial_Phase_200_THIN_SOFT_10/IM-0008-0001.dcm,CT,CT_Study5,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528886,155666,0.2012,0.049,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study5/Abd_Triple_Phae(Adult) - CT32/Abd_Plain_200_THIN_SOFT_6/IM-0004-0168.dcm,CT,CT_Study5,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528872,151433,0.1797,0.0549,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study5/Head_Dot - MR89/PC_3D_21/IM-0215-0058.dcm,MR,MRI_Study5,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,208,256,1,1,199982,24107,0.13,0.0376,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study3/Pelvis_Prd_Female_Pelvis - MR218/t1_vibe_fs_Sag_DYNAMIC_NEW_SUB_33/IM-0126-0073.dcm,MR,MRI_Study3,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,176,256,1,1,190796,21466,0.1403,0.0373,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study1/Abd_Triple_Phae(Adult) - CT32/Venous_Phase_1_500_10/IM-0009-0024.dcm,CT,CT_Study1,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528854,157635,0.1921,0.0455,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study5/Head_Dot - MR89/t1_se_ax_320_19/IM-0214-0008.dcm,MR,MRI_Study5,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,280,320,1,1,287630,58873,0.1855,0.051,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study2/Thorax_Covid(Adult) - CT223/Thorax_COVID_100_THIN_LUNG_3/IM-0002-0506.dcm,CT,CT_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528856,273765,0.1459,0.0566,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study3/Pelvis_Prd_Female_Pelvis - MR218/t2_tse_tra_448_p2_6/IM-0100-0009.dcm,MR,MRI_Study3,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,320,300,1,1,323640,66356,0.1633,0.0341,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study5/Head_Dot - MR89/t1_mprage_sag_p2_MPR_cor_42/IM-0232-0082.dcm,MR,MRI_Study5,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,192,192,1,1,167446,20121,0.131,0.0164,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study3/Pelvis_Prd_Female_Pelvis - MR218/t2_tse_cor_448_p2_5/IM-0099-0013.dcm,MR,MRI_Study3,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,320,320,1,1,327380,81349,0.172,0.0337,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study3/Abd_Triple_Phae(Adult) - CT204/Arterial_Phase_200_THIN_SOFT_14/IM-0010-0429.dcm,CT,CT_Study3,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528922,148735,0.1587,0.047,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study3/Abd_Triple_Phae(Adult) - CT204/Abd_Plain_100_THIN_LUNG_4/IM-0003-0281.dcm,CT,CT_Study3,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528882,277938,0.1483,0.0391,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study5/Abd_Triple_Phae(Adult) - CT32/Abd_Plain_200_THIN_SOFT_3/IM-0002-0229.dcm,CT,CT_Study5,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528870,150545,0.1807,0.0502,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study4/Head_Dot - MR47/Localizers_1/IM-0197-0013-0003.dcm,MR,MRI_Study4,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,512,512,1,1,622934,112966,0.2148,0.0556,
